stage,channel_index_0based,wavelength_nm_approx,mean_pseudo_absorbance,sd_pseudo_absorbance,n
1,153,1477.5862068965516,0.6889654397964478,0.23580843210220337,2242
1,154,1481.0344827586207,0.6820605993270874,0.2328760176897049,2242
1,155,1484.4827586206898,0.6750064492225647,0.2298618108034134,2242
1,156,1487.9310344827586,0.6687009930610657,0.22709357738494873,2242
1,157,1491.3793103448274,0.6620995998382568,0.22418881952762604,2242
1,158,1494.8275862068965,0.6559803485870361,0.22143317759037018,2242
1,159,1498.2758620689656,0.6499483585357666,0.21869423985481262,2242
1,160,1501.7241379310344,0.6444481015205383,0.21613666415214539,2242
1,161,1505.1724137931033,0.6387874484062195,0.2134747952222824,2242
1,162,1508.6206896551723,0.6336992979049683,0.21099452674388885,2242
1,163,1512.0689655172414,0.6287986636161804,0.20861196517944336,2242
1,164,1515.5172413793102,0.6239933371543884,0.20627498626708984,2242
1,165,1518.9655172413793,0.6189728379249573,0.20392370223999023,2242
1,166,1522.4137931034484,0.6147739291191101,0.20184679329395294,2242
1,167,1525.8620689655172,0.6101434826850891,0.19968019425868988,2242
1,168,1529.310344827586,0.6061522960662842,0.19773146510124207,2242
1,169,1532.7586206896551,0.6020360589027405,0.19580483436584473,2242
1,170,1536.2068965517242,0.5983425974845886,0.19402195513248444,2242
1,171,1539.655172413793,0.5943969488143921,0.19218221306800842,2242
1,172,1543.1034482758619,0.590972900390625,0.19050630927085876,2242
1,173,1546.5517241379312,0.587353527545929,0.18881332874298096,2242
1,174,1550.0,0.5837134122848511,0.1871122121810913,2242
1,175,1553.4482758620688,0.5798528790473938,0.185423344373703,2242
1,176,1556.896551724138,0.5763634443283081,0.18384788930416107,2242
1,177,1560.344827586207,0.5721679925918579,0.1821414828300476,2242
1,178,1563.7931034482758,0.5686312913894653,0.18063409626483917,2242
1,179,1567.2413793103447,0.5646577477455139,0.17908653616905212,2242
1,180,1570.6896551724137,0.5608194470405579,0.17756401002407074,2242
1,181,1574.1379310344828,0.5569313168525696,0.17602887749671936,2242
1,182,1577.5862068965516,0.5532881617546082,0.17460474371910095,2242
1,183,1581.0344827586207,0.5494877696037292,0.17316249012947083,2242
1,184,1584.4827586206898,0.5459135174751282,0.1717836558818817,2242
1,185,1587.9310344827586,0.5436627864837646,0.17092293500900269,2242
1,186,1591.3793103448274,0.5397369861602783,0.16939722001552582,2242
1,187,1594.8275862068965,0.5360391736030579,0.16793715953826904,2242
1,188,1598.2758620689656,0.5328754782676697,0.16671881079673767,2242
1,189,1601.7241379310344,0.5300009846687317,0.16553722321987152,2242
1,190,1605.1724137931033,0.5273919701576233,0.1644487828016281,2242
1,191,1608.6206896551723,0.5251235365867615,0.16346362233161926,2242
1,192,1612.0689655172414,0.5229037404060364,0.16245684027671814,2242
1,193,1615.5172413793102,0.5208470225334167,0.16149158775806427,2242
1,194,1618.9655172413793,0.5194825530052185,0.16073331236839294,2242
1,195,1622.4137931034484,0.5181374549865723,0.15993663668632507,2242
1,196,1625.8620689655172,0.5175146460533142,0.15934479236602783,2242
1,197,1629.310344827586,0.5169153213500977,0.15880590677261353,2242
1,198,1632.7586206896551,0.5170122385025024,0.15850189328193665,2242
